file_id,bucket,genus,comps,faces,verts,closed,vertex_manifold,edge_manifold,oriented,self_intersections,boundary_edges,solid,euler,stl_kind,stl_tris,bytes,category,subcategory,name,tags,license,thing_id
67991,multi_4_9,30,9,7008,3462,True,True,True,True,0,0,True,-42,binary,7008,350484,art,interactive-art,Gear Project 2 ,art;gears;kinetic;sketchup;spring;universal_joint,GNU - GPL,22035
59376,multi_10plus,4,27,3376,1734,True,True,True,True,16,0,False,46,binary,3376,168884,None,None,Crab/Nut Cracker ,3d;customizer;hinge;household;joint;kitchen;model;nutcracker;openscad;parametric;supportless;tool;useful,Creative Commons - Attribution - Share Alike,11790
59375,multi_10plus,4,33,3492,1804,True,True,True,True,4,0,False,58,binary,3492,174684,None,None,Crab/Nut Cracker ,3d;customizer;hinge;household;joint;kitchen;model;nutcracker;openscad;parametric;supportless;tool;useful,Creative Commons - Attribution - Share Alike,11790
44494,multi_10plus,36,18,4728,2328,True,True,True,True,0,0,True,-36,binary,4728,236484,None,None,Pocket Laser Engraver (structure) ,cnc_laser;engraver;laser;nybicc;tool,GNU - GPL,13242
67987,multi_10plus,36,12,8136,4020,True,True,True,True,0,0,True,-48,ascii,8136,1629814,art,interactive-art,Gear Project 2 ,art;gears;kinetic;sketchup;spring;universal_joint,GNU - GPL,22035
1693696,open_surface,,1,4708,2325,False,True,True,True,0,6,False,-32,binary,4708,235484,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1646872,open_surface,,1,8540,4225,False,True,True,True,0,4,False,-47,binary,8540,427084,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1315843,open_surface,,1,10371,5187,False,True,True,True,92,11,False,-4,binary,10371,518634,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
110209,open_surface,,1,968,488,False,True,True,True,51,12,False,-2,binary,968,48484,tools,parts,Uniform and scalable reduction gear (1:256) ,3d;education;gear;gearbox;gears;modular;motor;mount;part;ratio;reduce;reducer;reductor;reprap;rome_gear;speed;torque;transmission;useful,Creative Commons - Attribution - Share Alike,38787
838516,open_surface,,1,968,490,False,True,True,True,9,24,False,-6,binary,968,48484,3d-printing,3d-printer-accessories,Universal stand-alone filament spool holder (Fully 3D-printable) ,bukobot;cable_spool;carousel;desktop;felix;felix_3d_printer;felix_printers;felixprinter;felixprinters;filament;filament-spool;filament_drive;filament_guide;filament_holder;filament_spool;filament_spool_holder;filter;guide-tube;guide_tube;holder;lubrication;oil;printrbot;printrbot_simple;printrbot_simple_metal;reel;reel_stand;reprap;rotating;rotating_platform;spool;spool-holder;spool_mount;spool_stand;spoolholder;stand;universal;wilson,Creative Commons - Attribution,508896
838517,open_surface,,1,17066,8555,False,True,True,True,31,86,False,-21,binary,17066,853384,3d-printing,3d-printer-accessories,Universal stand-alone filament spool holder (Fully 3D-printable) ,bukobot;cable_spool;carousel;desktop;felix;felix_3d_printer;felix_printers;felixprinter;felixprinters;filament;filament-spool;filament_drive;filament_guide;filament_holder;filament_spool;filament_spool_holder;filter;guide-tube;guide_tube;holder;lubrication;oil;printrbot;printrbot_simple;printrbot_simple_metal;reel;reel_stand;reprap;rotating;rotating_platform;spool;spool-holder;spool_mount;spool_stand;spoolholder;stand;universal;wilson,Creative Commons - Attribution,508896
1013014,open_surface,,1,23312,11679,False,True,True,True,36,92,False,-23,binary,23312,1165684,3d-printing,3d-printer-accessories,Universal stand-alone filament spool holder (Fully 3D-printable) ,bukobot;cable_spool;carousel;desktop;felix;felix_3d_printer;felix_printers;felixprinter;felixprinters;filament;filament-spool;filament_drive;filament_guide;filament_holder;filament_spool;filament_spool_holder;filter;guide-tube;guide_tube;holder;lubrication;oil;printrbot;printrbot_simple;printrbot_simple_metal;reel;reel_stand;reprap;rotating;rotating_platform;spool;spool-holder;spool_mount;spool_stand;spoolholder;stand;universal;wilson,Creative Commons - Attribution,508896
1313200,open_surface,,1,2796,1438,False,True,True,True,0,88,False,-4,binary,2796,139884,toys-and-games,mechanical-toys,Working Gear Driven 4WD Toyota Transfer Case Model ,22re;4_wheel_drive;4wd;4x4;gears;helical;manual;pickup;shifter;toyota;transfer_case;transfercase;transmission,Creative Commons - Attribution - Non-Commercial,824415
1056913,nonmanifold,,1,3120,1564,False,False,True,True,2,18,False,-5,binary,3120,156084,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036401,nonmanifold,,1,29160,14573,True,False,True,True,265,0,False,-7,ascii,29160,6072109,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
53800,nonmanifold,,39,80548,37331,True,False,False,True,46057,0,False,761,binary,80548,4027484,art,art-tools,Stead i Cam ,bearing;camera;film;frame;gimbal;laser;mdf;open-source;open_source;photography;stand;steadicam;steadycam;tool;tools_for_design;wood,Creative Commons - Attribution - Share Alike,14226
37225,nonmanifold,,1,936,150,True,False,False,True,972,0,False,618,ascii,936,250861,None,None,3D-Printable Laser Cutter ,3d;aluminum_extrusion;axis;cnc;cnc_laser;cnc_machine;featured;fushigi;laser;laser_cutter;lasercut;lazzzor;makerbot;motor;reprap;robotics;sketchup;stepper;supportless;t-slot;tool,Creative Commons - Attribution - Share Alike,11653
591226,nonmanifold,,1,992,496,True,False,False,True,2,0,False,2,binary,992,49684,3d-printing,,3D printed mechanical Clock with Anchor Escapement ,clock;escapement;gear;handle;mechanical;planetary_gear;printable;pulley;screw;spring;winding,Creative Commons - Attribution - Share Alike,328569
37217,nonmanifold,,1,1632,256,True,False,False,False,1785,0,False,1086,ascii,1632,415857,None,None,3D-Printable Laser Cutter ,3d;aluminum_extrusion;axis;cnc;cnc_laser;cnc_machine;featured;fushigi;laser;laser_cutter;lasercut;lazzzor;makerbot;motor;reprap;robotics;sketchup;stepper;supportless;t-slot;tool,Creative Commons - Attribution - Share Alike,11653
37215,nonmanifold,,1,2856,460,True,False,False,True,2856,0,False,1888,ascii,2856,661128,None,None,3D-Printable Laser Cutter ,3d;aluminum_extrusion;axis;cnc;cnc_laser;cnc_machine;featured;fushigi;laser;laser_cutter;lasercut;lazzzor;makerbot;motor;reprap;robotics;sketchup;stepper;supportless;t-slot;tool,Creative Commons - Attribution - Share Alike,11653
838514,nonmanifold,,1,27890,13960,False,False,True,True,61,60,False,-15,binary,27890,1394584,3d-printing,3d-printer-accessories,Universal stand-alone filament spool holder (Fully 3D-printable) ,bukobot;cable_spool;carousel;desktop;felix;felix_3d_printer;felix_printers;felixprinter;felixprinters;filament;filament-spool;filament_drive;filament_guide;filament_holder;filament_spool;filament_spool_holder;filter;guide-tube;guide_tube;holder;lubrication;oil;printrbot;printrbot_simple;printrbot_simple_metal;reel;reel_stand;reprap;rotating;rotating_platform;spool;spool-holder;spool_mount;spool_stand;spoolholder;stand;universal;wilson,Creative Commons - Attribution,508896
1411168,selfintersect,1,1,11744,5872,True,True,True,True,78,0,False,0,binary,11744,587284,tools,,PCB Workstation with Articulated Arms ,arms;articulated;ball_and_socket;electronics;grabber;hook;pcb_holder;printed_circuit_board;terminals;test_clip;third_hand,Creative Commons - Attribution - Non-Commercial,801279
1036471,selfintersect,1,1,31054,15527,True,True,True,True,16,0,False,0,ascii,31054,6401603,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1053391,selfintersect,14,1,61048,30498,True,True,True,True,7,0,False,-26,binary,61048,3052484,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1053397,selfintersect,14,1,61048,30498,True,True,True,True,7,0,False,-26,binary,61048,3052484,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1053378,selfintersect,21,1,67944,33932,True,True,True,True,19,0,False,-40,binary,67944,3397284,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
1036403,selfintersect,21,1,174172,87046,True,True,True,True,49,0,False,-40,ascii,174172,36159331,toys-and-games,mechanical-toys,Toyota 4 Cylinder Engine 22RE Complete working model ,22_re;22re;4runner;auto;automobile;automotive;awesome;cool;crankshaft;cylinder;cylinders;educational;engine;fan;gear;gears;model;motor;pickup;piston;pistons;rotating;rotational;scale;scaled;toyota;valve;valves,Creative Commons - Attribution - Non-Commercial,644933
